name,rating,price,screen size,resolution,refresh rate,response time (G2G),panel type,aspect ratio,link
"Acer PE270K bmiipruzx 27.0"" 3840 x 2160 60 Hz Monitor",,,"27""",3840 x 2160,60 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=Acer+PE270K+bmiipruzx+27.0%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer UM.HV1AA.A03 27.0"" 1920 x 1080 75 Hz Monitor",,,"27""",1920 x 1080,75 Hz,N/A,VA,16:9,https://www.amazon.com/s?k=Acer+UM.HV1AA.A03+27.0%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer V277 27.0"" 1920 x 1080 75 Hz Monitor",,$190.98,"27""",1920 x 1080,75 Hz,N/A,N/A,16:9,https://www.amazon.com/s?k=Acer+V277+27.0%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer B246HYL Cymiprx 23.8"" 1920 x 1080 60 Hz Monitor",,$190.89,"23.8""",1920 x 1080,60 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B09KMGRZ26?tag=bgfg-pc-builder-us-20
"Acer B247Y A 23.8"" 1920 x 1080 75 Hz Monitor",,$149.99,"23.8""",1920 x 1080,75 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B0B17R23Y7?tag=bgfg-pc-builder-us-20
"Acer B247Y D 23.8"" 1920 x 1080 75 Hz Monitor",,$164.99,"23.8""",1920 x 1080,75 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B08M69PVV7?tag=bgfg-pc-builder-us-20
"Acer R241Y Bbix 23.8"" 1920 x 1080 Monitor",,$166.98,"23.8""",1920 x 1080,N/A,N/A,IPS,16:9,https://www.amazon.com/s?k=Acer+R241Y+Bbix+23.8%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Acer V246HQL 23.6"" 1920 x 1080 75 Hz Monitor",,,"23.6""",1920 x 1080,75 Hz,N/A,VA,16:9,https://www.amazon.com/s?k=Acer+V246HQL+23.6%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer B227Q A 21.5"" 1920 x 1080 75 Hz Monitor",,$159.99,"21.5""",1920 x 1080,75 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B09T3W9HCX?tag=bgfg-pc-builder-us-20
"Acer B227Q A 21.5"" 1920 x 1080 75 Hz Monitor",,$121.16,"21.5""",1920 x 1080,75 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B0B4SJ85J8?tag=bgfg-pc-builder-us-20
"Acer B227Q Abmiprx 21.5"" 1920 x 1080 75 Hz Monitor",,$126.96,"21.5""",1920 x 1080,75 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B09MJQQWMC?tag=bgfg-pc-builder-us-20
"Acer R221Q Bbix 21.5"" 1920 x 1080 75 Hz Monitor",,$174.99,"21.5""",1920 x 1080,75 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B08X4Z2WXX?tag=bgfg-pc-builder-us-20
"Acer V226HQL Gbid 21.5"" 1920 x 1080 75 Hz Monitor",,,"21.5""",1920 x 1080,75 Hz,N/A,TN,16:9,https://www.amazon.com/s?k=Acer+V226HQL+Gbid+21.5%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer B227Q B 21.5"" 1920 x 1080 75 Hz Monitor",,$159.98,"21.5""",1920 x 1080,75 Hz,4 ms,VA,16:9,https://www.amazon.com/s?k=Acer+B227Q+B+21.5%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer V227Q B 21.5"" 1920 x 1080 75 Hz Monitor",,$115.98,"21.5""",1920 x 1080,75 Hz,4 ms,VA,16:9,https://www.amazon.com/s?k=Acer+V227Q+B+21.5%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"INNOCN 27M2U 27.0"" 3840 x 2160 60 Hz Monitor",,,"27""",3840 x 2160,60 Hz,N/A,N/A,16:9,https://www.amazon.com/s?k=INNOCN+27M2U+27.0%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Lenovo L193p 19.0"" 1280 x 1024 75 Hz Monitor",,,"19""",1280 x 1024,75 Hz,5 ms,TN,5:4,https://www.amazon.com/s?k=Lenovo+L193p+19.0%26quot%3B+1280+x+1024+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer KE242Y 23.8"" 1920 x 1080 75 Hz Monitor",,,"23.8""",1920 x 1080,75 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=Acer+KE242Y+23.8%26quot%3B+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"AOC 24E2H 23.8"" 1920 x 1080 75 Hz Monitor",,,"23.8""",1920 x 1080,75 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=AOC+24E2H+23.8%26quot%3B+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"AOC CQ30G3E 30.0"" 2560 x 1080 75 Hz Curved Monitor",,,"30""",2560 x 1080,75 Hz,N/A,VA,21:9,https://www.amazon.com/s?k=AOC+CQ30G3E+30.0%26quot%3B+2560+x+1080+75+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"AOC DNH-27E2H 27.0"" 1920 x 1080 75 Hz Monitor",,,"27""",1920 x 1080,75 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=AOC+DNH-27E2H+27.0%26quot%3B+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Dell P1914SF 19.0"" 1280 x 1024 60 Hz Monitor",,,"19""",1280 x 1024,60 Hz,8 ms,IPS,5:4,https://www.amazon.com/s?k=Dell+P1914SF+19.0%26quot%3B+1280+x+1024+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"HP E24u G4 23.8"" 1920 x 1080 60 Hz Monitor",,$234.00,"23.8""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B08WX72WCN?tag=bgfg-pc-builder-us-20
"HP Z32k G3 31.5"" 3840 x 2160 60 Hz Monitor",,$784.99,"31.5""",3840 x 2160,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B0BQ7MK4GH?tag=bgfg-pc-builder-us-20
"HP E27d G4 27.0"" 2560 x 1440 60 Hz Monitor",,$449.00,"27""",2560 x 1440,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B0979MRKKK?tag=bgfg-pc-builder-us-20
"HP E24q G4 23.8"" 2560 x 1440 Monitor",,$249.00,"23.8""",2560 x 1440,N/A,4 ms,IPS,16:9,https://www.amazon.com/dp/B08SCPTQPD?tag=bgfg-pc-builder-us-20
"HP 9VG71AA#ABA 27.0"" 1920 x 1080 60 Hz Monitor",,$399.00,"27""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B08TX5WK8R?tag=bgfg-pc-builder-us-20
"Lenovo ThinkCentre TIO Flex 24i 23.8"" 1920 x 1080 60 Hz Monitor",,$196.00,"23.8""",1920 x 1080,60 Hz,4 ms,IPS,16:9,https://www.amazon.com/dp/B0BY3G7VWD?tag=bgfg-pc-builder-us-20
"LG 27BL450Y-B 27.0"" 1920 x 1080 75 Hz Monitor",,$150.00,"27""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B07S5HLNHW?tag=bgfg-pc-builder-us-20
"LG 24BP750C-B 23.8"" 1920 x 1080 75 Hz Monitor",,$214.58,"23.8""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B09QBTBMJT?tag=bgfg-pc-builder-us-20
"LG 34BL85CB 34.0"" 3440 x 1440 60 Hz Curved Monitor",,,"34""",3440 x 1440,60 Hz,5 ms,IPS,21:9,https://www.amazon.com/s?k=LG+34BL85CB+34.0%26quot%3B+3440+x+1440+60+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"LG 35BN75C-B 35.0"" 3440 x 1440 100 Hz Curved Monitor",,$559.00,"35""",3440 x 1440,100 Hz,5 ms,VA,21:9,https://www.amazon.com/dp/B08MBKPMV4?tag=bgfg-pc-builder-us-20
"MSI Modern MD272PW 27.0"" 1920 x 1080 75 Hz Monitor",,$159.99,"27""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=MSI+Modern+MD272PW+27.0%26quot%3B+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"MSI Modern MD272QP 27.0"" 2560 x 1440 75 Hz Monitor",,,"27""",2560 x 1440,75 Hz,4 ms,N/A,16:9,https://www.amazon.com/s?k=MSI+Modern+MD272QP+27.0%26quot%3B+2560+x+1440+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"NEC E273F-BK 27.0"" 1920 x 1080 60 Hz Monitor",,$378.95,"27""",1920 x 1080,60 Hz,6 ms,IPS,16:9,https://www.amazon.com/dp/B09RH8K6GK?tag=bgfg-pc-builder-us-20
"Planar PZN2410 23.8"" 1920 x 1080 60 Hz Monitor",,$162.76,"23.8""",1920 x 1080,60 Hz,6 ms,IPS,16:9,https://www.amazon.com/dp/B07WXHZLHH?tag=bgfg-pc-builder-us-20
"Planar PXN2710Q 27.0"" 2560 x 1440 60 Hz Monitor",,,"27""",2560 x 1440,60 Hz,6 ms,IPS,16:9,https://www.amazon.com/s?k=Planar+PXN2710Q+27.0%26quot%3B+2560+x+1440+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung FT872 31.5"" 3840 x 2160 60 Hz Monitor",,$725.05,"31.5""",3840 x 2160,60 Hz,8 ms,VA,16:9,https://www.amazon.com/dp/B08CLSPKJG?tag=bgfg-pc-builder-us-20
"Samsung M50C 27.0"" 1920 x 1080 60 Hz Monitor",,$229.99,"27""",1920 x 1080,60 Hz,4 ms,VA,16:9,https://www.amazon.com/dp/B0C489T3WM?tag=bgfg-pc-builder-us-20
"Samsung S40UA 27.0"" 1920 x 1080 75 Hz Monitor",,$279.99,"27""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=Samsung+S40UA+27.0%26quot%3B+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung ViewFinity S60A 31.5"" 2560 x 1440 75 Hz Monitor",,$449.99,"31.5""",2560 x 1440,75 Hz,5 ms,VA,16:9,https://www.amazon.com/s?k=Samsung+ViewFinity+S60A+31.5%26quot%3B+2560+x+1440+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Razer Raptor 27.0"" 2560 x 1440 165 Hz Monitor",,$781.66,"27""",2560 x 1440,165 Hz,4 ms,IPS,16:9,https://www.amazon.com/dp/B0959Y663R?tag=bgfg-pc-builder-us-20
"Planar PZN2710Q 27.0"" 2560 x 1440 75 Hz Monitor",,$299.00,"27""",2560 x 1440,75 Hz,6 ms,IPS,16:9,https://www.amazon.com/dp/B08PK6M8TW?tag=bgfg-pc-builder-us-20
"Planar PXN2480MW-WH 23.8"" 1920 x 1080 76 Hz Monitor",,$206.07,"23.8""",1920 x 1080,76 Hz,7 ms,IPS,16:9,https://www.amazon.com/dp/B00006HVEC?tag=bgfg-pc-builder-us-20
"YEYIAN Odraz 2001 27.0"" 1920 x 1080 Monitor",,,"27""",1920 x 1080,N/A,1 ms,VA,16:9,https://www.amazon.com/s?k=YEYIAN+Odraz+2001+27.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Sceptre U279W-4000RK 26.9"" 3840 x 2160 70 Hz Monitor",,,"26.93""",3840 x 2160,70 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=Sceptre+U279W-4000RK+26.9%22+3840+x+2160+70+Hz+Monitor&tag=bgfg-pc-builder-us-20
"MSI MAG 27C6PF 27.0"" 1920 x 1080 180 Hz Curved Monitor",,,"27""",1920 x 1080,180 Hz,0.5 ms,VA,16:9,https://www.amazon.com/s?k=MSI+MAG+27C6PF+27.0%22+1920+x+1080+180+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Samsung MD230X6 23.0"" 5760 x 2160 Monitor",,,"23""",5760 x 2160,N/A,8 ms,N/A,24:9,https://www.amazon.com/s?k=Samsung+MD230X6+23.0%22+5760+x+2160+Monitor&tag=bgfg-pc-builder-us-20
"Samsung LU28R550UQUXEN 28.0"" 3840 x 2160 60 Hz Monitor",2.0,,"28""",3840 x 2160,60 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=Samsung+LU28R550UQUXEN+28.0%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"DoubleSight DS-2200WA-C 21.5"" 1920 x 1080 Monitor",,,"21.5""",1920 x 1080,N/A,5 ms,TN,16:9,https://www.amazon.com/s?k=DoubleSight+DS-2200WA-C+21.5%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Asus ROG Swift PG279QM 27.0"" 2560 x 1440 240 Hz Monitor",,$749.00,"27""",2560 x 1440,240 Hz,1 ms,IPS,16:9,https://www.amazon.com/dp/B08LCNWQWL?tag=bgfg-pc-builder-us-20
"Asus TUF Gaming VG28UQL1A 28.0"" 3840 x 2160 144 Hz Monitor",,$599.99,"28""",3840 x 2160,144 Hz,1 ms,IPS,16:9,https://www.amazon.com/dp/B09FP3J623?tag=bgfg-pc-builder-us-20
"Dell S3422DWG 34.0"" 3440 x 1440 144 Hz Curved Monitor",,$499.00,"34""",3440 x 1440,144 Hz,2 ms,VA,21:9,https://www.amazon.com/s?k=Dell+S3422DWG+34.0%22+3440+x+1440+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Dell UP3218K 32.0"" 7680 x 4320 60 Hz Monitor",,$3769.98,"32""",7680 x 4320,60 Hz,6 ms,IPS,16:9,https://www.amazon.com/dp/B0727ZQ21F?tag=bgfg-pc-builder-us-20
"Asus VW222U 22.0"" 1680 x 1050 75 Hz Monitor",,,"22""",1680 x 1050,75 Hz,2 ms,TN,16:10,https://www.amazon.com/s?k=Asus+VW222U+22.0%22+1680+x+1050+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Philips 246E9QDSB/27 23.8"" 1920 x 1080 75 Hz Monitor",,,"23.8""",1920 x 1080,75 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=Philips+246E9QDSB%2F27+23.8%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer K242HL bmidx 24.0"" 1920 x 1080 60 Hz Monitor",,,"24""",1920 x 1080,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=Acer+K242HL+bmidx+24.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer V246HQL Cbi 23.6"" 1920 x 1080 60 Hz Monitor",,,"23.6""",1920 x 1080,60 Hz,5 ms,TN,16:9,https://www.amazon.com/s?k=Acer+V246HQL+Cbi+23.6%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Dell E2318HE 23.0"" 1920 x 1080 60 Hz Monitor",,$249.99,"23""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B0833C13Q3?tag=bgfg-pc-builder-us-20
"NEC AS241F-BK 23.8"" 1920 x 1080 60 Hz Monitor",,$199.99,"23.8""",1920 x 1080,60 Hz,6 ms,IPS,16:9,https://www.amazon.com/dp/B085F2FZFN?tag=bgfg-pc-builder-us-20
"NEC MultiSync PA271Q-BK 27.0"" 2560 x 1440 60 Hz Monitor",,,"27""",2560 x 1440,60 Hz,8 ms,IPS,16:9,https://www.amazon.com/s?k=NEC+MultiSync+PA271Q-BK+27.0%22+2560+x+1440+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"HP E24d G4 23.8"" 1920 x 1080 60 Hz Monitor",,$499.99,"23.8""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B084QHVTCC?tag=bgfg-pc-builder-us-20
"VIOTEK GN35LD 35.0"" 2560 x 1080 144 Hz Curved Monitor",,,"35""",2560 x 1080,144 Hz,N/A,VA,21:9,https://www.amazon.com/s?k=VIOTEK+GN35LD+35.0%22+2560+x+1080+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"VIOTEK GNV29CB 29.0"" 2560 x 1080 120 Hz Curved Monitor",,,"29""",2560 x 1080,120 Hz,5 ms,VA,21:9,https://www.amazon.com/s?k=VIOTEK+GNV29CB+29.0%22+2560+x+1080+120+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"BenQ BL2483 24.0"" 1920 x 1080 60 Hz Monitor",,,"24""",1920 x 1080,60 Hz,1 ms,TN,16:9,https://www.amazon.com/s?k=BenQ+BL2483+24.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Asus VL279​HE 27.0"" 1920 x 1080 75 Hz Monitor",,,"27""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=Asus+VL279%E2%80%8BHE+27.0%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Philips 242E1GSJ/27 23.8"" 1920 x 1080 144 Hz Monitor",,,"23.8""",1920 x 1080,144 Hz,4 ms,VA,16:9,https://www.amazon.com/s?k=Philips+242E1GSJ%2F27+23.8%22+1920+x+1080+144+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Philips 274E5QHAB/75 27.0"" 1920 x 1080 60 Hz Monitor",,,"27""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=Philips+274E5QHAB%2F75+27.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Philips 243S7EHMB 23.8"" 1920 x 1080 60 Hz Monitor",,,"23.8""",1920 x 1080,60 Hz,5 ms,IPS,16:9,https://www.amazon.com/s?k=Philips+243S7EHMB+23.8%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Lenovo 61E8GAR1US 27.0"" 2560 x 1440 60 Hz Monitor",,$349.00,"27""",2560 x 1440,60 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B09C885VBG?tag=bgfg-pc-builder-us-20
"Monoprice 42107 32.0"" 2560 x 1440 165 Hz Curved Monitor",,,"32""",2560 x 1440,165 Hz,6 ms,VA,16:9,https://www.amazon.com/s?k=Monoprice+42107+32.0%22+2560+x+1440+165+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"NEC EA261WM-BK 26.0"" 1920 x 1200 60 Hz Monitor",,,"26""",1920 x 1200,60 Hz,5 ms,TN,16:10,https://www.amazon.com/s?k=NEC+EA261WM-BK+26.0%22+1920+x+1200+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Dell S199WFP 19.0"" 1440 x 900 60 Hz Monitor",,,"19""",1440 x 900,60 Hz,N/A,TN,16:10,https://www.amazon.com/s?k=Dell+S199WFP+19.0%22+1440+x+900+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Monoprice 42108 31.5"" 2560 x 1440 165 Hz Monitor",,,"31.5""",2560 x 1440,165 Hz,6 ms,VA,16:9,https://www.amazon.com/s?k=Monoprice+42108+31.5%22+2560+x+1440+165+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Monoprice 40775 23.6"" 1920 x 1080 144 Hz Curved Monitor",,,"23.6""",1920 x 1080,144 Hz,6 ms,VA,16:9,https://www.amazon.com/s?k=Monoprice+40775+23.6%22+1920+x+1080+144+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Acer CB272 bmiprx 27.0"" 1920 x 1080 75 Hz Monitor",,$149.99,"27""",1920 x 1080,75 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B07WMTLW2R?tag=bgfg-pc-builder-us-20
"Acer B246WL Aymidprz 24.0"" 1920 x 1200 60 Hz Monitor",,,"24""",1920 x 1200,60 Hz,5 ms,IPS,16:10,https://www.amazon.com/s?k=Acer+B246WL+Aymidprz+24.0%22+1920+x+1200+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"X= XG27IPS 27.0"" 1920 x 1080 75 Hz Monitor",,,"27""",1920 x 1080,75 Hz,8 ms,IPS,16:9,https://www.amazon.com/s?k=X%3D+XG27IPS+27.0%22+1920+x+1080+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"AOC VIPRB-E2280SWDN 22.0"" 1920 x 1080 60 Hz Monitor",,,"22""",1920 x 1080,60 Hz,N/A,TN,16:9,https://www.amazon.com/s?k=AOC+VIPRB-E2280SWDN+22.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Acer PE320QK 31.5"" 3840 x 2160 60 Hz Monitor",,,"31.5""",3840 x 2160,60 Hz,4 ms,IPS,16:9,https://www.amazon.com/s?k=Acer+PE320QK+31.5%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Eizo FlexScan EV2730Q 26.5"" 1920 x 1920 60 Hz Monitor",,,"26.5""",1920 x 1920,60 Hz,5 ms,IPS,1:1,https://www.amazon.com/s?k=Eizo+FlexScan+EV2730Q+26.5%22+1920+x+1920+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Lenovo 65FAGCC2US 28.0"" 3840 x 2160 60 Hz Monitor",5.0,$315.00,"28""",3840 x 2160,60 Hz,4 ms,IPS,16:9,https://www.amazon.com/dp/B085R9Q1K6?tag=bgfg-pc-builder-us-20
"Monoprice CrystalPro 28.0"" 3840 x 2160 60 Hz Monitor",,$359.99,"28""",3840 x 2160,60 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=Monoprice+CrystalPro+28.0%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Monoprice CrystalPro 31.5"" 3840 x 2160 60 Hz Monitor",,$399.99,"31.5""",3840 x 2160,60 Hz,N/A,VA,16:9,https://www.amazon.com/s?k=Monoprice+CrystalPro+31.5%22+3840+x+2160+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Monoprice CrystalPro 34.0"" 3440 x 1440 60 Hz Monitor",,$299.99,"34""",3440 x 1440,60 Hz,N/A,VA,21:9,https://www.amazon.com/s?k=Monoprice+CrystalPro+34.0%22+3440+x+1440+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung F27T85 27.0"" 2560 x 1440 75 Hz Monitor",,,"27""",2560 x 1440,75 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=Samsung+F27T85+27.0%22+2560+x+1440+75+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Pixio PX273 27.0"" 1920 x 1080 165 Hz Monitor",,,"27""",1920 x 1080,165 Hz,N/A,VA,16:9,https://www.amazon.com/s?k=Pixio+PX273+27.0%22+1920+x+1080+165+Hz+Monitor&tag=bgfg-pc-builder-us-20
"X= XPRO27IPS 27.0"" 1920 x 1080 165 Hz Monitor",,,"27""",1920 x 1080,165 Hz,N/A,IPS,16:9,https://www.amazon.com/s?k=X%3D+XPRO27IPS+27.0%22+1920+x+1080+165+Hz+Monitor&tag=bgfg-pc-builder-us-20
"LG 38WN75C-B 38.0"" 3840 x 1600 60 Hz Curved Monitor",,$899.99,"38""",3840 x 1600,60 Hz,5 ms,IPS,12:5,https://www.amazon.com/dp/B087YZG5YS?tag=bgfg-pc-builder-us-20
"NZXT Canvas 32Q 32.0"" 2560 x 1440 165 Hz Curved Monitor",,$429.99,"32""",2560 x 1440,165 Hz,N/A,VA,16:9,https://www.amazon.com/s?k=NZXT+Canvas+32Q+32.0%22+2560+x+1440+165+Hz+Curved+Monitor&tag=bgfg-pc-builder-us-20
"Acer CB242Y Dbmiprcx 23.8"" 1920 x 1080 75 Hz Monitor",,$169.99,"23.8""",1920 x 1080,75 Hz,N/A,IPS,16:9,https://www.amazon.com/dp/B08R697M2Q?tag=bgfg-pc-builder-us-20
"Samsung M50B 27.0"" 1920 x 1080 60 Hz Monitor",,$249.99,"27""",1920 x 1080,60 Hz,4 ms,VA,16:9,https://www.amazon.com/s?k=Samsung+M50B+27.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung CH580 27.0"" 1920 x 1080 60 Hz Curved Monitor",,$299.99,"27""",1920 x 1080,60 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B075RCR95Y?tag=bgfg-pc-builder-us-20
"Samsung TU872 32.0"" 3840 x 2160 60 Hz Monitor",,$620.00,"32""",3840 x 2160,60 Hz,8 ms,VA,16:9,https://www.amazon.com/dp/B08CLSPKJG?tag=bgfg-pc-builder-us-20
"Samsung SF350 19.0"" 1366 x 768 Monitor",,,"19""",1366 x 768,N/A,N/A,PLS,16:9,https://www.amazon.com/s?k=Samsung+SF350+19.0%22+1366+x+768+Monitor&tag=bgfg-pc-builder-us-20
"Samsung SE310 23.6"" 1920 x 1080 Monitor",,,"23.6""",1920 x 1080,N/A,N/A,TN,16:9,https://www.amazon.com/s?k=Samsung+SE310+23.6%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Samsung SE348 24.0"" 1920 x 1080 Monitor",,,"24""",1920 x 1080,N/A,N/A,TN,16:9,https://www.amazon.com/s?k=Samsung+SE348+24.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Samsung SE650 23.6"" 1920 x 1080 60 Hz Monitor",,,"23.6""",1920 x 1080,60 Hz,N/A,PLS,16:9,https://www.amazon.com/s?k=Samsung+SE650+23.6%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung SE650 24.0"" 1920 x 1200 60 Hz Monitor",,,"24""",1920 x 1200,60 Hz,N/A,PLS,16:10,https://www.amazon.com/s?k=Samsung+SE650+24.0%22+1920+x+1200+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung SH850 24.0"" 2560 x 1440 60 Hz Monitor",,,"24""",2560 x 1440,60 Hz,5 ms,PLS,16:9,https://www.amazon.com/s?k=Samsung+SH850+24.0%22+2560+x+1440+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung SE310 27.0"" 1920 x 1080 Monitor",,,"27""",1920 x 1080,N/A,N/A,TN,16:9,https://www.amazon.com/s?k=Samsung+SE310+27.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Samsung SE310 27.0"" 1920 x 1080 Monitor",,,"27""",1920 x 1080,N/A,1 ms,TN,16:9,https://www.amazon.com/s?k=Samsung+SE310+27.0%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
"Samsung SH650 27.0"" 1920 x 1080 60 Hz Monitor",,,"27""",1920 x 1080,60 Hz,5 ms,PLS,16:9,https://www.amazon.com/s?k=Samsung+SH650+27.0%22+1920+x+1080+60+Hz+Monitor&tag=bgfg-pc-builder-us-20
"Samsung SH850 27.0"" 2560 x 1440 60 Hz Monitor",,$408.42,"27""",2560 x 1440,60 Hz,4 ms,PLS,16:9,https://www.amazon.com/dp/B071Y6PHY3?tag=bgfg-pc-builder-us-20
"Samsung SR650 27.0"" 1920 x 1080 75 Hz Monitor",,$269.99,"27""",1920 x 1080,75 Hz,5 ms,IPS,16:9,https://www.amazon.com/dp/B082X41YXM?tag=bgfg-pc-builder-us-20
"Samsung S60UA 32.0"" 2560 x 1440 75 Hz Monitor",,$389.99,"32""",2560 x 1440,75 Hz,N/A,VA,16:9,https://www.amazon.com/dp/B08YGQCT2F?tag=bgfg-pc-builder-us-20
"Samsung SF351 31.5"" 1920 x 1080 Monitor",,,"31.5""",1920 x 1080,N/A,N/A,VA,16:9,https://www.amazon.com/s?k=Samsung+SF351+31.5%22+1920+x+1080+Monitor&tag=bgfg-pc-builder-us-20
